CC(C)c1nn(C)cc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
C[C@H]1CCCN1C(=O)c1ccc(-c2cc(N)nc3[nH]ccc23)cc1; [None]; [None]; [0]
Nc1cc(-c2cccc(NC(=O)N3CCCC3)c2)c2cc[nH]c2n1; [None]; [None]; [0]
COc1ccc2nc(-c3cc(N)nc4[nH]ccc34)[nH]c2c1; [None]; [None]; [0]
Nc1cc(-c2ccc(OC(F)(F)F)cc2)c2cc[nH]c2n1; [None]; [None]; [0]
COc1ccc(F)c(C(=O)Nc2cc(N)nc3[nH]ccc23)c1; [None]; [None]; [0]
Cn1cc(-c2cc(N)nc3[nH]ccc23)c2ccccc21; [None]; [None]; [0]
CC(C)(O)c1ccc2cc(-c3cc(N)nc4[nH]ccc34)[nH]c2c1; [None]; [None]; [0]
CCc1cccc(-c2cc(N)nc3[nH]ccc23)n1; [None]; [None]; [0]
Nc1cc(-c2ncn3c2CCCC3)c2cc[nH]c2n1; [None]; [None]; [0]
Cc1cc(-c2cc(N)nc3[nH]ccc23)cc(C)c1OCCO; [None]; [None]; [0]
CN(C)c1ccc(-c2cc(N)nc3[nH]ccc23)cn1; [None]; [None]; [0]
Cc1n[nH]c2cc(-c3cc(N)nc4[nH]ccc34)ccc12; [None]; [None]; [0]
CC(=O)N1CCC(n2cc(-c3cc(N)nc4[nH]ccc34)cn2)CC1; [None]; [None]; [0]
Nc1cc(-c2ccc(CCO)cc2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cccc(N3CCCC3=O)c2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(NC(=O)c2cccc(OC(F)(F)F)c2)c2cc[nH]c2n1; [None]; [None]; [0]
CN(C)C(=O)c1ccc(-c2cc(N)nc3[nH]ccc23)c(Cl)c1; [None]; [None]; [0]
Cc1ncc(-c2ccc(-c3cc(N)nc4[nH]ccc34)cc2)n1C; [None]; [None]; [0]
COc1cc(-c2cnn(C)c2)ccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Cc1cc(N2CCOCC2)ccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
COc1cc(S(C)(=O)=O)ccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
COc1cc(N2CCNCC2)ccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
CNC(=O)c1ccc(-c2cc(N)nc3[nH]ccc23)c(OC)c1; [None]; [None]; [0]
Cn1nc(-c2cc(N)nc3[nH]ccc23)cc1C(C)(C)O; [None]; [None]; [0]
CCNC(=O)c1ccc(-c2cc(N)nc3[nH]ccc23)cc1; [None]; [None]; [0]
CS(=O)(=O)c1ccc(Cl)c(-c2cc(N)nc3[nH]ccc23)c1; [None]; [None]; [0]
C[C@H](CS(C)(=O)=O)c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
CNC(=O)c1ccc(C)c(-c2cc(N)nc3[nH]ccc23)c1; [None]; [None]; [0]
Cc1ccc(C(=O)NCCO)cc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
CNC(=O)c1ccccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
CCOc1ccccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
COC(C)(C)CCc1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Cc1nnc(-c2ccccc2-c2cc(N)nc3[nH]ccc23)[nH]1; [None]; [None]; [0]
CC(C)S(=O)(=O)c1ccccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
COc1ccc(F)cc1[C@@H](C)c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(Cc2cc(F)cc(F)c2)c2cc[nH]c2n1; [None]; [None]; [0]
CP(C)(=O)c1ccccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(-c2ccnc3ccccc23)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cccc(C(F)(F)F)c2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2ccccc2Br)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2ccccc2OC(F)(F)F)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2ccccc2C(=O)[O-])c2cc[nH]c2n1; [None]; [None]; [0]
NC(=O)c1ccccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(-c2cnn(Cc3ccccc3)c2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cnc(-c3ccccc3)[nH]2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc([C@@H](N)c2ccco2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cnn(CCO)c2)c2cc[nH]c2n1; [None]; [None]; [0]
CC(C)(C)c1nc(-c2cc(N)nc3[nH]ccc23)cs1; [None]; [None]; [0]
Nc1cc(-c2cccc(NC(=O)c3ccccc3)c2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-n2ncc3cccc(F)c3c2=O)c2cc[nH]c2n1; [None]; [None]; [0]
CC(C)C(=O)COc1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Cc1nc2ccccn2c1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Cc1ccc(-c2cc(N)nc3[nH]ccc23)c(Br)c1; [None]; [None]; [0]
Nc1cc(-c2cnc3ccccn23)c2cc[nH]c2n1; [None]; [None]; [0]
CNc1nc(C)c(-c2cc(N)nc3[nH]ccc23)s1; [None]; [None]; [0]
Cc1nc(N)sc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(-c2c(Cl)cccc2Cl)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cccc(Cn3cncn3)c2)c2cc[nH]c2n1; [None]; [None]; [0]
Cc1ccc(Cl)c(-c2cc(N)nc3[nH]ccc23)c1; [None]; [None]; [0]
Cc1c(-c2cc(N)nc3[nH]ccc23)sc(=O)n1C; [None]; [None]; [0]
Nc1cc(NCc2cccnc2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2ccnc(N)n2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cnn3ncccc23)c2cc[nH]c2n1; [None]; [None]; [0]
COc1cccc(-c2cc(N)nc3[nH]ccc23)c1; [None]; [None]; [0]
Nc1cc(-c2ccc3ccccc3c2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(Nc2cccnc2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-n2cnc3ccccc32)c2cc[nH]c2n1; [None]; [None]; [0]
CC(C)(C)c1cnc(Cc2cc(N)nc3[nH]ccc23)o1; [None]; [None]; [0]
Nc1cc(NC(=O)c2cccs2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(NCCc2c[nH]cn2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cccc(CC(=O)[O-])c2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cncc3ccccc23)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(NCCc2ccccc2)c2cc[nH]c2n1; [None]; [None]; [0]
Cn1cc(-c2ccc(-c3cc(N)nc4[nH]ccc34)cc2)cn1; [None]; [None]; [0]
Nc1cc(-c2ccc3c(N)[nH]nc3c2)c2cc[nH]c2n1; [None]; [None]; [0]
CN1c2ccc(-c3cc(N)nc4[nH]ccc34)cc2CS1(=O)=O; [None]; [None]; [0]
Cn1ncc2cc(-c3cc(N)nc4[nH]ccc34)ccc21; [None]; [None]; [0]
CCCn1cnc(-c2cc(N)nc3[nH]ccc23)n1; [None]; [None]; [0]
Nc1cc(-c2cccc(CO)c2)c2cc[nH]c2n1; [None]; [None]; [0]
COc1cc(-c2cc(N)nc3[nH]ccc23)ccc1C(=O)[O-]; [None]; [None]; [0]
Nc1cc(Nc2ccncc2)c2cc[nH]c2n1; [None]; [None]; [0]
CC(C)n1cc(-c2cc(N)nc3[nH]ccc23)nn1; [None]; [None]; [0]
CSc1nc(-c2cc(N)nc3[nH]ccc23)c[nH]1; [None]; [None]; [0]
CC(C)c1oncc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(CCc2c[nH]nn2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2csc3ncncc23)c2cc[nH]c2n1; [None]; [None]; [0]
N#CCCc1cccc(-c2cc(N)nc3[nH]ccc23)c1; [None]; [None]; [0]
CCNc1nc2ccc(-c3cc(N)nc4[nH]ccc34)cc2s1; [None]; [None]; [0]
CCC(=O)Nc1ccc(-c2cc(N)nc3[nH]ccc23)cc1; [None]; [None]; [0]
Nc1cc(-c2ccc(F)cc2C(F)(F)F)c2cc[nH]c2n1; [None]; [None]; [0]
CC(C)(O)CC(=O)NCCc1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(NC(=O)c2c(Cl)cccc2Cl)c2cc[nH]c2n1; [None]; [None]; [0]
CS(=O)(=O)C1CCN(c2cc(N)nc3[nH]ccc23)CC1; [None]; [None]; [0]
CC(C)(COc1cc(N)nc2[nH]ccc12)S(C)(=O)=O; [None]; [None]; [0]
COc1ccc(-c2cc(N)nc3[nH]ccc23)cc1Cl; [None]; [None]; [0]
Nc1cc(-c2cnn3ccccc23)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2ccc(C[NH3+])c(C(F)(F)F)c2)c2cc[nH]c2n1; [None]; [None]; [0]
CCCn1cc(-c2cc(N)nc3[nH]ccc23)cn1; [None]; [None]; [0]
Nc1cc(-c2cc[nH]c(=O)c2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cccc3c2C(=O)CC3)c2cc[nH]c2n1; [None]; [None]; [0]
COc1cc(CCc2cc(N)nc3[nH]ccc23)cc(OC)c1; [None]; [None]; [0]
CC(C)(N)c1ccc(-c2cc(N)nc3[nH]ccc23)cc1; [None]; [None]; [0]
C[C@@H](Oc1cc(N)nc2[nH]ccc12)c1c(Cl)cncc1Cl; [None]; [None]; [0]
C[S@](=O)c1ccc(-c2cc(N)nc3[nH]ccc23)cc1; [None]; [None]; [0]
CCN(CC)c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(-c2cc3c(=O)[nH]ccc3o2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cc3c(=O)[nH]cc(Br)c3s2)c2cc[nH]c2n1; [None]; [None]; [0]
COc1ccncc1Nc1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(Nc2cnccc2-c2ccccc2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(Nc2cnc3ccccc3c2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2c[nH]c3cnccc23)c2cc[nH]c2n1; [None]; [None]; [0]
CNC(=O)c1c(F)cccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc([C@H](CO)Cc2ccccc2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cnc3[nH]ccc3c2)c2cc[nH]c2n1; [None]; [None]; [0]
CC1(c2cc(N)nc3[nH]ccc23)CCN(S(C)(=O)=O)CC1; [None]; [None]; [0]
CC(C)(C)NS(=O)(=O)c1ccc(-c2cc(N)nc3[nH]ccc23)cc1; [None]; [None]; [0]
CN(c1cc(N)nc2[nH]ccc12)[C@H]1C[C@@H](NS(C)(=O)=O)C1; [None]; [None]; [0]
CS(=O)(=O)c1ccc(-c2cc(N)nc3[nH]ccc23)cc1; [None]; [None]; [0]
Cc1cc(-c2cc(N)nc3[nH]ccc23)n(-c2cccc(Cl)c2)n1; [None]; [None]; [0]
C[C@H](Nc1cc(N)nc2[nH]ccc12)C(=O)NCC(F)(F)F; [None]; [None]; [0]
Nc1cc(-n2ccc(CO)n2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-n2cnc(CCO)c2)c2cc[nH]c2n1; [None]; [None]; [0]
C[C@H](Nc1cc(N)nc2[nH]ccc12)C(C)(C)O; [None]; [None]; [0]
C[C@@H](Nc1cc(N)nc2[nH]ccc12)C(C)(C)O; [None]; [None]; [0]
Nc1cc(-n2ncc3ccccc32)c2cc[nH]c2n1; [None]; [None]; [0]
NC(=O)c1c(F)cccc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(-n2ncc3c(O)cccc32)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cccnc2O)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2ccc(-n3cncn3)cc2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2nc3ccc(O)cc3[nH]2)c2cc[nH]c2n1; [None]; [None]; [0]
CSc1nc(C)c(-c2cc(N)nc3[nH]ccc23)[nH]1; [None]; [None]; [0]
COc1ccc(-c2cc(N)nc3[nH]ccc23)c(OC)c1; [None]; [None]; [0]
Nc1cc(-c2ccc(C(=O)c3ccccc3)cc2)c2cc[nH]c2n1; [None]; [None]; [0]
CC(C)n1cnnc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(-c2nncn2C2CC2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2ccn(CC[NH3+])n2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(Cc2nnc3ccc(-c4ccccc4)nn23)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(CCC(=O)NCc2ccccn2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(CS(=O)(=O)NCc2ccccn2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cn(Cc3ccccc3)nn2)c2cc[nH]c2n1; [None]; [None]; [0]
CCc1cc(-c2cc(N)nc3[nH]ccc23)nc(N)n1; [None]; [None]; [0]
CCCCc1cc(-c2cc(N)nc3[nH]ccc23)nc(N)n1; [None]; [None]; [0]
Nc1cc(-c2cnc(N)s2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2nnc(N)s2)c2cc[nH]c2n1; [None]; [None]; [0]
Cn1cc(C(N)=O)cc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
CNC(=O)c1ccc(-c2cc(N)nc3[nH]ccc23)s1; [None]; [None]; [0]
COc1cccc(F)c1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
Nc1cc(Oc2ccc(C[NH3+])cc2F)c2cc[nH]c2n1; [None]; [None]; [0]
CNC(=O)c1ccc(NC(=O)c2cccc(-c3cc(N)nc4[nH]ccc34)c2)cc1; [None]; [None]; [0]
CC1(C)Oc2ccc(-c3cc(N)nc4[nH]ccc34)nc2NC1=O; [None]; [None]; [0]
Nc1cc(-c2cccc3ccsc23)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cccc3nnsc23)c2cc[nH]c2n1; [None]; [None]; [0]
CC(=O)Nc1ncc(-c2cc(N)nc3[nH]ccc23)[nH]1; [None]; [None]; [0]
Nc1cc(-c2nc(N)c3ccccc3n2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2c[nH]c3cccnc23)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2ncc3cc[nH]c3n2)c2cc[nH]c2n1; [None]; [None]; [0]
COc1ccc(C#N)cc1-c1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
CS(=O)(=O)Nc1ccccc1Cc1cc(N)nc2[nH]ccc12; [None]; [None]; [0]
COc1ccc(Oc2cc(N)nc3[nH]ccc23)c(F)c1F; [None]; [None]; [0]
C[C@@]1(O)CC[C@H](c2cc(N)nc3[nH]ccc23)CC1; [None]; [None]; [0]
COc1ccc(OC)c(-c2cc(N)nc3[nH]ccc23)c1; [None]; [None]; [0]
CC(C)(O)c1cccc(-c2cc(N)nc3[nH]ccc23)n1; [None]; [None]; [0]
CN(C)c1cc(-c2cc(N)nc3[nH]ccc23)cnn1; [None]; [None]; [0]
Nc1cc(N2CC=C(c3c[nH]c4ccccc34)CC2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(N2CCC(c3nc4ccccc4[nH]3)CC2)c2cc[nH]c2n1; [None]; [None]; [0]
Nc1cc(-c2cccc(NC(=O)C3CCNCC3)c2)c2cc[nH]c2n1; [None]; [None]; [0]
CC(=O)N(C)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
CCOc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
Clc1ccc2c(Nc3ncc4ccccc4n3)ncnc2c1; [None]; [None]; [0]
Cc1nc(C(C)(C)O)sc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
COc1ncccc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
CS(=O)(=O)c1cccc(Nc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
COc1cc(Nc2ncnc3cc(Cl)ccc23)cc(OC)c1OC; [None]; [None]; [0]
Clc1ccc2c(Nc3cnc4cccnn34)ncnc2c1; [None]; [None]; [0]
Oc1cccc(Nc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
COc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
Clc1ccc2c(Nc3ccc(N4CCOCC4)cc3)ncnc2c1; [None]; [None]; [0]
O=C(Nc1cccc(Nc2ncnc3cc(Cl)ccc23)c1)C1CC1; [None]; [None]; [0]
Clc1ccc2c(Nc3nc4ccccc4[nH]3)ncnc2c1; [None]; [None]; [0]
CC(=O)N1CCN(C(=O)Cc2ccc(Nc3ncnc4cc(Cl)ccc34)cc2)CC1; [None]; [None]; [0]
O=C([O-])c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
CS(=O)(=O)Nc1ccc(Nc2ncnc3cc(Cl)ccc23)cn1; [None]; [None]; [0]
NC(=O)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
Clc1ccc2c(NNc3ncccn3)ncnc2c1; [None]; [None]; [0]
O=C(Nc1ccccc1)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
Clc1ccc2c(NCc3nccc4ccccc34)ncnc2c1; [None]; [None]; [0]
OCCOc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
CC(=O)NCc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
Clc1ccc2c(Nc3cccc(C4CCNCC4)c3)ncnc2c1; [None]; [None]; [0]
O=C(c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1)N1CCOCC1; [None]; [None]; [0]
O=C(c1ccc(Nc2ncnc3cc(Cl)ccc23)nc1)N1CCOCC1; [None]; [None]; [0]
C[C@H](O)COc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
C[C@@H](O)COc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
CNS(=O)(=O)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
O=S1(=O)Cc2ccc(Nc3ncnc4cc(Cl)ccc34)cc2C1; [None]; [None]; [0]
FC(F)(F)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
CN(C)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
CN(C)S(=O)(=O)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
Cc1nc(C)c(Nc2ncnc3cc(Cl)ccc23)s1; [None]; [None]; [0]
CS(=O)(=O)N1CCC(Nc2ncnc3cc(Cl)ccc23)CC1; [None]; [None]; [0]
O=C(c1ccccc1)N1CC[C@H](Nc2ncnc3cc(Cl)ccc23)C1; [None]; [None]; [0]
CC(C)c1cc(Nc2ncnc3cc(Cl)ccc23)nc(N)n1; [None]; [None]; [0]
CCNS(=O)(=O)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
CC(=O)N1CCCN(c2cccc(Nc3ncnc4cc(Cl)ccc34)c2)CC1; [None]; [None]; [0]
CCCOc1ccc(Nc2ncnc3cc(Cl)ccc23)nc1; [None]; [None]; [0]
Cc1c(Nc2ncnc3cc(Cl)ccc23)cccc1C(=O)[O-]; [None]; [None]; [0]
Clc1ccc2c(Nc3ccc(Br)cc3)ncnc2c1; [None]; [None]; [0]
CN(C)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1Cl; [None]; [None]; [0]
COc1ccc(Cl)cc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
Clc1ccc2c(Nc3c[nH]c4ccccc34)ncnc2c1; [None]; [None]; [0]
COc1cc(OC)c(Nc2ncnc3cc(Cl)ccc23)cc1Cl; [None]; [None]; [0]
CC(C)c1ccc2nc(Nc3ncnc4cc(Cl)ccc34)[nH]c2c1; [None]; [None]; [0]
Clc1ccc2c(Nc3ccc4c(c3)CCO4)ncnc2c1; [None]; [None]; [0]
Clc1ccc2c(Nc3cc4ccccc4cn3)ncnc2c1; [None]; [None]; [0]
Clc1ccc2c(Nc3cc(-c4ccccc4)[nH]n3)ncnc2c1; [None]; [None]; [0]
CC(=O)Nc1cccc(Nc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
COc1cc(C(=O)N2CCOCC2)ccc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
COc1cc(Nc2ncnc3cc(Cl)ccc23)ccc1O; [None]; [None]; [0]
Clc1ccc2c(Nc3cccc4c3OCO4)ncnc2c1; [None]; [None]; [0]
Clc1ccc2c(Nc3scc4c3OCCO4)ncnc2c1; [None]; [None]; [0]
CC(C)(C)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
CN(C)C(=O)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
Clc1ccc2c(Nc3cnc4ccccc4c3)ncnc2c1; [None]; [None]; [0]
CC(C)(C)c1ccc(Nc2ncnc3cc(Cl)ccc23)cn1; [None]; [None]; [0]
CC(=O)N[C@@H]1CC[C@@H](Nc2ncnc3cc(Cl)ccc23)CC1; [None]; [None]; [0]
COc1cccc(C(=O)NNc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
CCN1CCN(Cc2ccc(Nc3ncnc4cc(Cl)ccc34)cc2)CC1; [None]; [None]; [0]
Cc1cc(Nc2ncnc3cc(Cl)ccc23)nc(N)n1; [None]; [None]; [0]
CSc1cccc(Nc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
CC[C@@H](CO)Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
Fc1ccc(Nc2ncnc3cc(Cl)ccc23)c(Cl)c1; [None]; [None]; [0]
Clc1ccc2c(Nc3ncc(Br)cn3)ncnc2c1; [None]; [None]; [0]
COc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1OC; [None]; [None]; [0]
Clc1ccc(Nc2ncnc3cc(Cl)ccc23)c(Cl)c1; [None]; [None]; [0]
CCc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
Clc1ccc2c(Nc3cc4ccccn4n3)ncnc2c1; [None]; [None]; [0]
Clc1ccc2c(Nc3ncc4cccn4n3)ncnc2c1; [None]; [None]; [0]
COc1cc(Nc2ncnc3cc(Cl)ccc23)ccc1N1CCOCC1; [None]; [None]; [0]
Cn1cc(Nc2ncnc3cc(Cl)ccc23)c(C(F)(F)F)n1; [None]; [None]; [0]
CC1(C)Cc2cc(Nc3ncnc4cc(Cl)ccc34)ccc2O1; [None]; [None]; [0]
COc1ccc2cccc(Nc3ncnc4cc(Cl)ccc34)c2c1; [None]; [None]; [0]
Oc1ccc2cccc(Nc3ncnc4cc(Cl)ccc34)c2c1; [None]; [None]; [0]
COc1cc(F)c(Nc2ncnc3cc(Cl)ccc23)cc1OC; [None]; [None]; [0]
COc1cc(Nc2ncnc3cc(Cl)ccc23)ccc1Cl; [None]; [None]; [0]
Clc1cnc(Nc2ncnc3cc(Cl)ccc23)nc1; [None]; [None]; [0]
Cc1csc2c(Nc3ncnc4cc(Cl)ccc34)ncnc12; [None]; [None]; [0]
Nc1cc(Nc2ncnc3cc(Cl)ccc23)c2cc[nH]c2n1; [None]; [None]; [0]
COc1cc(Nc2ncnc3cc(Cl)ccc23)c(OC)cc1Br; [None]; [None]; [0]
COc1cc(CS(C)(=O)=O)ccc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
CO[C@@H]1CC[C@@H](Nc2ncnc3cc(Cl)ccc23)CC1; [None]; [None]; [0]
CCNC(=O)N1CCC(Nc2ncnc3cc(Cl)ccc23)CC1; [None]; [None]; [0]
O=C(Nc1cn[nH]c1)c1cccc(Nc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
COc1cc(Nc2ncnc3cc(Cl)ccc23)cc(OC)c1; [None]; [None]; [0]
COc1ccc2c(c1)c(Nc1ncnc3cc(Cl)ccc13)cn2C; [None]; [None]; [0]
COc1ccc2oc(Nc3ncnc4cc(Cl)ccc34)cc2c1; [None]; [None]; [0]
Clc1ccc2c(Nc3ccc4cn[nH]c4c3)ncnc2c1; [None]; [None]; [0]
C[NH+](C)Cc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
Clc1ccc2c(Nc3cc(-c4cccnc4)ccn3)ncnc2c1; [None]; [None]; [0]
CNC(=O)c1ccc(OC)c(Nc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
Clc1ccc2c(Nc3cc4ccccc4o3)ncnc2c1; [None]; [None]; [0]
CNC(=O)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
Clc1ccc2c(Nc3ncc4sccc4n3)ncnc2c1; [None]; [None]; [0]
CC(C)c1nn(C)cc1Nc1ncnc2cc(Cl)ccc12; [None]; [None]; [0]
C[C@H]1CCCN1C(=O)c1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
O=C(Nc1cccc(Nc2ncnc3cc(Cl)ccc23)c1)N1CCCC1; [None]; [None]; [0]
COc1ccc2nc(Nc3ncnc4cc(Cl)ccc34)[nH]c2c1; [None]; [None]; [0]
FC(F)(F)Oc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
COc1ccc(F)c(C(=O)NNc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
CC(C)(O)c1ccc2cc(Nc3ncnc4cc(Cl)ccc34)[nH]c2c1; [None]; [None]; [0]
Cn1cc(Nc2ncnc3cc(Cl)ccc23)c2ccccc21; [None]; [None]; [0]
CCc1cccc(Nc2ncnc3cc(Cl)ccc23)n1; [None]; [None]; [0]
Clc1ccc2c(Nc3ncn4c3CCCC4)ncnc2c1; [None]; [None]; [0]
Cc1cc(Nc2ncnc3cc(Cl)ccc23)cc(C)c1OCCO; [None]; [None]; [0]
CN(C)c1ccc(Nc2ncnc3cc(Cl)ccc23)cn1; [None]; [None]; [0]
Cc1n[nH]c2cc(Nc3ncnc4cc(Cl)ccc34)ccc12; [None]; [None]; [0]
CC(=O)N1CCC(n2cc(Nc3ncnc4cc(Cl)ccc34)cn2)CC1; [None]; [None]; [0]
O=C1CCCN1c1cccc(Nc2ncnc3cc(Cl)ccc23)c1; [None]; [None]; [0]
OCCc1ccc(Nc2ncnc3cc(Cl)ccc23)cc1; [None]; [None]; [0]
O=C(NNc1ncnc2cc(Cl)ccc12)c1cccc(OC(F)(F)F)c1; [None]; [None]; [0]
